Country,State,District,Year,Social Group Type,Land Area Size,Category Of Holdings,"Wholly Irrigated Holdings (UOM:Number), Scaling Factor:1","Area Of Wholly Irrigated Holdings (UOM:Ha(Hectare)), Scaling Factor:1","Wholly Unirrigated Holdings (UOM:Number), Scaling Factor:1","Area Of Wholly Unirrigated Holdings (UOM:Ha(Hectare)), Scaling Factor:1","Partially Irrigated Holdings (UOM:Number), Scaling Factor:1","Irrigated Area Of Partially Irrigated Holdings (UOM:Ha(Hectare)), Scaling Factor:1","Area Of Partially Irrigated Holdings (UOM:Ha(Hectare)), Scaling Factor:1","Holdings Receiving Irrigation (UOM:Number), Scaling Factor:1","Net Irrigated Area Of Holdings Receiving Irrigation (UOM:Ha(Hectare)), Scaling Factor:1"
India,Uttar Pradesh,Prayagraj,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Prayagraj,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Prayagraj,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Prayagraj,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Prayagraj,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Prayagraj,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Prayagraj,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Prayagraj,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Prayagraj,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Prayagraj,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Rae Bareli,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,36,49.316,0,0,0,0,0,36,49.316
India,Uttar Pradesh,Rae Bareli,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Rae Bareli,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,57,37.787,0,0,0,0,0,57,37.787
India,Uttar Pradesh,Rae Bareli,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Rae Bareli,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Rae Bareli,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Rae Bareli,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Rae Bareli,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Rae Bareli,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Rae Bareli,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Rae Bareli,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Rae Bareli,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Rae Bareli,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,62930,14829.387,8616,1703.357,8772,1070.945,1710.929,71702,15900.332
India,Uttar Pradesh,Rae Bareli,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Rae Bareli,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,6,48.115,0,0,0,0,0,6,48.115
India,Uttar Pradesh,Rae Bareli,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,14,80.383,0,0,0,0,0,14,80.383
India,Uttar Pradesh,Rae Bareli,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,46,205.154,0,0,1,2.486,3.712,47,207.64
India,Uttar Pradesh,Rae Bareli,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,186,578.639,18,54.641,40,84.12,115.997,226,662.759
India,Uttar Pradesh,Rae Bareli,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,794,1765.9,80,173.12,108,154.74,239.394,902,1920.64
India,Uttar Pradesh,Rae Bareli,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,2,25.729,0,0,0,0,0,2,25.729
India,Uttar Pradesh,Rae Bareli,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,5953,7009.647,627,705.238,936,709.259,1090.614,6889,7718.906
India,Uttar Pradesh,Rae Bareli,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,20868,12995.417,2401,1354.043,3224,1237.24,1913.41,24092,14232.657
India,Uttar Pradesh,Rae Bareli,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,138259,41437.233,30657,9781.558,14349,2672.728,3347.667,152608,44109.961
India,Uttar Pradesh,Rae Bareli,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,1,43.194,0,0,0,0,0,1,43.194
India,Uttar Pradesh,Rae Bareli,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,221,1692.179,19,160.477,39,267.766,315.123,260,1959.945
India,Uttar Pradesh,Rae Bareli,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,739,3893.723,185,1066.58,139,635.21,760.079,878,4528.933
India,Uttar Pradesh,Rae Bareli,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,1060,4269.113,249,1059.205,215,737.751,871.582,1275,5006.864
India,Uttar Pradesh,Rae Bareli,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,2724,8789.737,720,2443.644,567,1552.121,1844.065,3291,10341.858
India,Uttar Pradesh,Rae Bareli,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,7925,17287.105,1273,2905.828,1245,2259.702,2729.828,9170,19546.807
India,Uttar Pradesh,Rae Bareli,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,67,744.258,8,109.196,8,91.179,109.196,75,835.437
India,Uttar Pradesh,Rae Bareli,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,30749,37833.104,3572,4254.543,3483,3354.427,4041.808,34232,41187.531
India,Uttar Pradesh,Rae Bareli,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,62412,40716.339,9653,6302.61,6498,3213.445,3920.969,68910,43929.784
India,Uttar Pradesh,Rae Bareli,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,84,19.967,13,4.031,13,2.702,4.031,97,22.669
India,Uttar Pradesh,Rae Bareli,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Rae Bareli,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,8,66.348,0,0,0,0,0,8,66.348
India,Uttar Pradesh,Rae Bareli,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,7,46.858,0,0,0,0,0,7,46.858
India,Uttar Pradesh,Rae Bareli,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,13,54.155,0,0,0,0,0,13,54.155
India,Uttar Pradesh,Rae Bareli,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,17,57.556,0,0,0,0,0,17,57.556
India,Uttar Pradesh,Rae Bareli,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,18,43.165,0,0,0,0,0,18,43.165
India,Uttar Pradesh,Rae Bareli,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,6,77.201,0,0,0,0,0,6,77.201
India,Uttar Pradesh,Rampur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Rampur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Rampur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Rampur,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,54,38.365,0,0,0,0,0,54,38.365
India,Uttar Pradesh,Rampur,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,48,66.341,5,6.972,5,4.673,6.972,53,71.014
India,Uttar Pradesh,Rampur,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,16,219.12,0,0,0,0,0,16,219.12
India,Uttar Pradesh,Rampur,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,22,48.278,0,0,0,0,0,22,48.278
India,Uttar Pradesh,Rampur,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,17,54.439,0,0,0,0,0,17,54.439
India,Uttar Pradesh,Rampur,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,12,52.251,0,0,0,0,0,12,52.251
India,Uttar Pradesh,Rampur,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,12,70.909,0,0,0,0,0,12,70.909
India,Uttar Pradesh,Rampur,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,3,23.522,0,0,0,0,0,3,23.522
India,Uttar Pradesh,Rampur,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,13,710.796,4,239.037,4,160.155,239.037,17,870.951
India,Uttar Pradesh,Rampur,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,93,22.208,23,6.557,23,4.396,6.557,116,26.604
India,Uttar Pradesh,Rampur,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,39956,26749.017,5598,3769.454,1307,658.57,860.266,41263,27407.587
India,Uttar Pradesh,Rampur,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,30256,41425.446,2440,3296.528,1427,1422.88,1760.656,31683,42848.326
India,Uttar Pradesh,Rampur,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,94,1071.617,6,68.893,6,57.526,68.893,100,1129.143
India,Uttar Pradesh,Rampur,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,10466,24331.794,1146,2698.208,780,1398.268,1701.825,11246,25730.062
India,Uttar Pradesh,Rampur,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,3439,11110.453,625,2138.941,345,910.355,1094.373,3784,12020.808
India,Uttar Pradesh,Rampur,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,1953,8247.264,271,1184.783,185,629.113,774.004,2138,8876.377
India,Uttar Pradesh,Rampur,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,1178,6229.402,222,1256.893,154,734.99,897.081,1332,6964.392
India,Uttar Pradesh,Rampur,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,275,2019.362,16,125.475,27,183.414,214.11,302,2202.776
India,Uttar Pradesh,Rampur,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,6,154.622,0,0,0,0,0,6,154.622
India,Uttar Pradesh,Rampur,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,70569,16304.544,19010,4391.413,3627,553.236,724.726,74196,16857.78
India,Uttar Pradesh,Rampur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,4703,3040.195,667,428.467,983,419.538,658.809,5686,3459.733
India,Uttar Pradesh,Rampur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,2764,3516.645,376,468.665,533,450.164,684.019,3297,3966.809
India,Uttar Pradesh,Rampur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Rampur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,654,1531.096,83,201.725,113,178.974,268.012,767,1710.07
India,Uttar Pradesh,Rampur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,143,471.249,24,82.49,26,55.224,87.144,169,526.473
India,Uttar Pradesh,Rampur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,67,282.741,4,18.506,4,12.399,18.506,71,295.14
India,Uttar Pradesh,Rampur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,32,173.896,0,0,0,0,0,32,173.896
India,Uttar Pradesh,Rampur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Rampur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Rampur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,9440,2031.216,2577,723.658,1866,282.123,453.156,11306,2313.339
India,Uttar Pradesh,Rampur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Rampur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Rampur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Rampur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Rampur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Rampur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Rampur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Saharanpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Saharanpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Saharanpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Saharanpur,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,136,84.487,23,16.645,23,11.146,16.645,159,95.633
India,Uttar Pradesh,Saharanpur,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,94,120.346,18,24.43,18,16.372,24.43,112,136.718
India,Uttar Pradesh,Saharanpur,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,1,11.184,0,0,0,0,0,1,11.184
India,Uttar Pradesh,Saharanpur,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,57,129.504,0,0,0,0,0,57,129.504
India,Uttar Pradesh,Saharanpur,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,34,111.019,0,0,0,0,0,34,111.019
India,Uttar Pradesh,Saharanpur,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,14,59.411,0,0,0,0,0,14,59.411
India,Uttar Pradesh,Saharanpur,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,14,77.349,0,0,0,0,0,14,77.349
India,Uttar Pradesh,Saharanpur,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,6,47.109,0,0,0,0,0,6,47.109
India,Uttar Pradesh,Saharanpur,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,5,184.653,0,0,0,0,0,5,184.653
India,Uttar Pradesh,Saharanpur,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,277,56.829,50,14.761,50,9.899,14.761,327,66.728
India,Uttar Pradesh,Saharanpur,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,39626,30681.173,5803,4380.107,2159,1264.268,1571.426,41785,31945.441
India,Uttar Pradesh,Saharanpur,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,39191,57618.669,2597,3584.523,2428,2822.509,3387.5,41619,60441.178
India,Uttar Pradesh,Saharanpur,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,189,2152.005,13,180.287,36,408.611,481.408,225,2560.616
India,Uttar Pradesh,Saharanpur,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,17795,41286.821,1452,3281.582,1684,3162.638,3769.244,19479,44449.459
India,Uttar Pradesh,Saharanpur,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,10247,32075.633,1164,3689.123,1156,2975.744,3534.041,11403,35051.377
India,Uttar Pradesh,Saharanpur,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,3664,14435.97,308,1320.182,288,981.119,1188.247,3952,15417.089
India,Uttar Pradesh,Saharanpur,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,2915,14592.537,216,1177.676,236,1053.918,1273.395,3151,15646.455
India,Uttar Pradesh,Saharanpur,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,679,4817.484,25,194.947,66,402.835,494.443,745,5220.319
India,Uttar Pradesh,Saharanpur,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,6,126.177,0,0,0,0,0,6,126.177
India,Uttar Pradesh,Saharanpur,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,64254,19091.366,16761,4325.077,3571,760.79,985.698,67825,19852.156
India,Uttar Pradesh,Saharanpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,5755,3810.276,483,310.513,748,297.715,494.981,6503,4107.991
India,Uttar Pradesh,Saharanpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,3031,3841.039,221,285.3,355,285.27,458.294,3386,4126.309
India,Uttar Pradesh,Saharanpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,1,10.986,0,0,0,0,0,1,10.986
India,Uttar Pradesh,Saharanpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,753,1715.037,56,129.552,95,141.067,212.593,848,1856.104
India,Uttar Pradesh,Saharanpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,260,821.008,12,34.02,10,27.274,33.402,270,848.282
India,Uttar Pradesh,Saharanpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,123,459.096,3,12.588,8,23.38,33.576,131,482.476
India,Uttar Pradesh,Saharanpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,68,358.833,1,7.015,8,34.49,43.062,76,393.323
India,Uttar Pradesh,Saharanpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,10,88.473,0,0,2,7.131,7.767,12,95.604
India,Uttar Pradesh,Saharanpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Saharanpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,20720,4390.256,3111,681.708,2902,374.999,615.209,23622,4765.255
India,Uttar Pradesh,Saharanpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Saharanpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Saharanpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Saharanpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Saharanpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Saharanpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Saharanpur,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Sambhal,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,32,17.854,4,2.612,4,1.749,2.612,36,19.603
India,Uttar Pradesh,Sambhal,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Sambhal,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Sambhal,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Sambhal,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Sambhal,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Sambhal,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Sambhal,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Sambhal,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Sambhal,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Sambhal,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Sambhal,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,18639,3688.744,2655,541.002,4175,490.947,881.085,22814,4179.691
India,Uttar Pradesh,Sambhal,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Sambhal,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,2,16.28,0,0,0,0,0,2,16.28
India,Uttar Pradesh,Sambhal,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,14,79.377,0,0,0,0,0,14,79.377
India,Uttar Pradesh,Sambhal,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,44,174.587,0,0,7,21.598,31.685,51,196.185
India,Uttar Pradesh,Sambhal,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,104,346.18,5,16.726,24,59.174,69.114,128,405.354
India,Uttar Pradesh,Sambhal,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,423,957.893,29,65.775,82,116.55,189.96,505,1074.443
India,Uttar Pradesh,Sambhal,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,1,14.57,0,0,0,0,0,1,14.57
India,Uttar Pradesh,Sambhal,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,2296,2898.364,178,215.979,498,418.681,681.019,2794,3317.045
India,Uttar Pradesh,Sambhal,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,5397,3542.608,430,253.808,1083,440.548,756.581,6480,3983.156
India,Uttar Pradesh,Sambhal,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,114561,25040.032,18970,3941.97,20557,3337.529,4312.871,135118,28377.561
India,Uttar Pradesh,Sambhal,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,4,108.39,0,0,0,0,0,4,108.39
India,Uttar Pradesh,Sambhal,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,121,910.515,5,37.272,49,327.217,396.883,170,1237.732
India,Uttar Pradesh,Sambhal,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,780,4094.624,113,615.061,182,886.128,1026.679,962,4980.752
India,Uttar Pradesh,Sambhal,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,1093,4507.723,155,661.346,313,1158.994,1367.432,1406,5666.717
India,Uttar Pradesh,Sambhal,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,3126,10259.163,484,1572.577,769,2109.505,2496.042,3895,12368.668
India,Uttar Pradesh,Sambhal,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,8562,20911.551,967,2335.284,2014,4190.111,4989.972,10576,25101.662
India,Uttar Pradesh,Sambhal,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,47,510.121,14,154.456,14,128.971,154.456,61,639.092
India,Uttar Pradesh,Sambhal,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,25692,34554.883,1834,2291.787,4338,4751.451,5807.669,30030,39306.334
